order_id,customer_id,product_id,quantity,order_date,status,total_amount
1140,780,46,5,2025-08-14,refunded,1884.6000000000001
1141,597,74,4,2025-07-29,cancelled,447.28
1142,899,55,1,2026-05-15,completed,247.36
1143,26,49,2,2025-11-12,completed,972.2
1144,687,8,2,2026-01-07,cancelled,426.46
1145,769,21,3,2026-02-01,cancelled,1478.07
1146,150,8,3,2026-02-27,pending,639.6899999999999
1147,772,70,1,2025-09-26,cancelled,41.06
1148,834,58,1,2026-04-22,pending,473.78
1149,761,83,5,2025-09-15,refunded,376.2
1150,244,66,3,2025-07-27,completed,667.23
1151,949,49,4,2026-05-28,refunded,1944.4
1152,980,88,3,2026-05-14,completed,1390.8600000000001
1153,14,96,3,2025-07-21,pending,876.33
1154,636,100,4,2025-06-30,pending,182.28
1155,934,82,3,2026-05-04,pending,301.92
1156,795,93,2,2025-12-06,cancelled,293.8
1157,460,23,1,2025-12-07,pending,229.97
1158,986,23,5,2026-03-23,completed,1149.85
1159,387,6,4,2026-01-16,cancelled,1022.56
1160,570,34,2,2026-06-12,pending,886.04
1161,599,33,1,2025-10-26,cancelled,111.03
1162,478,91,2,2025-11-24,completed,174.64
1163,158,42,5,2026-01-11,completed,186.85
1164,793,81,5,2025-11-26,cancelled,2007.4
1165,503,74,5,2025-06-23,cancelled,559.0999999999999
1166,75,91,3,2025-12-12,pending,261.96
1167,980,24,5,2026-02-16,completed,431.70000000000005
1168,806,65,2,2025-10-19,refunded,716.38
1169,557,69,4,2025-10-18,completed,478.68
1170,358,29,2,2025-07-17,cancelled,228.96
1171,340,47,3,2025-10-29,pending,183.3
1172,974,97,5,2025-08-19,refunded,1877.45
1173,575,97,1,2026-01-30,completed,375.49
1174,685,45,4,2026-02-18,pending,1368.2
1175,927,83,5,2026-05-17,pending,376.2
1176,982,6,3,2025-07-26,refunded,766.92
1177,938,15,4,2026-05-24,cancelled,1618.84
1178,554,93,3,2026-06-02,completed,440.70000000000005
1179,934,67,3,2025-08-27,refunded,197.31
1180,499,6,3,2026-02-03,pending,766.92
1181,329,66,1,2025-09-30,completed,222.41
1182,172,99,5,2026-04-02,completed,418.8
1183,642,9,2,2026-03-30,pending,286.84
1184,886,88,4,2025-10-23,completed,1854.48
1185,211,69,4,2026-06-10,completed,478.68
1186,765,88,2,2025-12-14,completed,927.24
1187,471,92,3,2026-01-29,completed,411.0
1188,90,10,1,2026-01-18,pending,380.84
1189,814,33,5,2026-06-13,completed,555.15
1190,589,30,3,2025-10-27,refunded,357.42
1191,398,58,4,2025-09-16,refunded,1895.12
1192,324,3,4,2025-12-20,completed,1361.12
1193,548,1,5,2026-06-10,completed,91.75
1194,775,96,5,2026-05-12,completed,1460.5500000000002
1195,718,10,3,2025-06-24,completed,1142.52
1196,297,88,3,2025-10-10,completed,1390.8600000000001
1197,289,98,4,2025-08-16,refunded,1178.28
1198,405,85,1,2026-02-08,refunded,224.9
1199,161,69,2,2026-02-27,pending,239.34
1200,765,51,5,2025-09-20,cancelled,2108.85
1201,984,82,2,2026-06-15,cancelled,201.28
1202,694,94,3,2025-10-17,completed,998.8499999999999
1203,567,72,2,2025-09-23,completed,861.3
1204,43,1,5,2026-06-15,refunded,91.75
1205,551,71,1,2026-02-11,cancelled,119.09
1206,216,96,3,2026-02-12,pending,876.33
1207,423,83,5,2025-10-15,pending,376.2
1208,165,24,2,2025-06-27,cancelled,172.68
1209,199,15,2,2026-05-01,completed,809.42
1210,872,97,5,2026-05-21,refunded,1877.45
1211,661,71,1,2025-06-19,cancelled,119.09
1212,688,9,3,2026-01-11,completed,430.26
1213,203,93,5,2025-10-04,refunded,734.5
1214,975,43,3,2025-08-28,pending,1494.21
1215,688,84,2,2025-12-05,completed,469.06
1216,292,80,1,2025-11-05,pending,35.93
1217,326,63,4,2026-02-25,cancelled,1929.56
1218,632,85,3,2025-09-22,pending,674.7
1219,580,73,3,2025-10-31,cancelled,370.68
1220,982,55,2,2025-10-28,completed,494.72
1221,321,32,2,2025-12-20,refunded,914.16
1222,284,47,2,2026-06-14,cancelled,122.2
1223,899,62,4,2025-11-18,refunded,1066.64
1224,368,100,3,2026-03-01,refunded,136.71
1225,565,14,2,2025-08-03,completed,849.3
1226,862,36,2,2025-10-20,pending,748.02
1227,270,94,1,2025-09-19,completed,332.95
1228,914,3,5,2025-08-25,completed,1701.3999999999999
1229,833,75,5,2025-09-27,refunded,1453.1999999999998
1230,788,76,2,2025-07-16,completed,809.78
1231,565,34,5,2025-11-27,refunded,2215.1
1232,670,100,2,2026-02-16,cancelled,91.14
1233,402,29,5,2026-04-06,cancelled,572.4
1234,138,60,5,2026-05-16,completed,1921.55
1235,407,47,5,2026-04-27,completed,305.5
1236,679,31,5,2026-05-09,pending,1020.8499999999999
1237,776,66,2,2025-06-24,refunded,444.82
1238,164,23,5,2025-08-02,pending,1149.85
1239,754,94,4,2026-03-21,cancelled,1331.8
1240,42,29,4,2025-09-12,pending,457.92
1241,65,34,3,2025-08-19,pending,1329.06
1242,44,86,2,2025-07-09,cancelled,108.72
1243,398,61,4,2026-01-11,completed,1894.92
1244,41,84,3,2025-09-10,completed,703.59
1245,721,67,3,2025-07-17,cancelled,197.31
1246,593,70,5,2025-07-13,pending,205.3
1247,386,84,4,2026-03-07,cancelled,938.12
1248,602,84,1,2026-03-12,cancelled,234.53
1249,386,29,5,2025-10-18,refunded,572.4
1250,362,45,4,2026-05-14,refunded,1368.2
1251,909,78,1,2025-07-11,pending,215.24
1252,451,22,2,2026-01-15,completed,868.06
1253,527,83,3,2026-06-04,pending,225.71999999999997
1254,154,24,2,2026-06-05,cancelled,172.68
1255,617,92,1,2026-02-01,pending,137.0
1256,425,43,1,2025-10-15,refunded,498.07
1257,692,62,4,2026-02-14,pending,1066.64
1258,605,21,4,2026-01-26,completed,1970.76
1259,250,6,2,2025-07-06,pending,511.28
1260,138,81,5,2025-08-05,completed,2007.4
1261,913,74,2,2026-05-17,completed,223.64
1262,171,34,2,2026-05-21,refunded,886.04
1263,614,73,1,2025-08-22,cancelled,123.56
1264,970,11,2,2026-03-05,refunded,348.14
1265,622,61,4,2025-07-19,pending,1894.92
1266,225,53,5,2025-11-21,pending,1362.2
1267,814,75,2,2026-02-21,cancelled,581.28
1268,172,93,3,2025-08-31,refunded,440.70000000000005
1269,611,76,1,2026-03-05,pending,404.89
1270,388,50,2,2025-11-04,completed,513.56
1271,17,26,5,2026-01-30,refunded,1534.5
1272,847,20,5,2025-08-25,completed,1663.25
1273,182,61,5,2026-04-11,completed,2368.65
1274,899,69,5,2026-03-02,completed,598.35
1275,96,62,2,2025-12-14,completed,533.32
1276,919,100,4,2026-03-01,refunded,182.28
1277,380,6,5,2025-12-04,refunded,1278.1999999999998
1278,235,62,4,2026-03-10,cancelled,1066.64
1279,604,95,5,2026-01-18,completed,499.0
1280,436,18,3,2026-04-27,refunded,1330.1999999999998
1281,785,30,1,2025-11-24,cancelled,119.14
1282,613,70,4,2025-12-18,cancelled,164.24
1283,194,1,1,2025-07-15,completed,18.35
1284,533,1,4,2026-06-07,pending,73.4
1285,705,41,4,2025-09-20,cancelled,1589.12
1286,110,20,4,2026-05-03,cancelled,1330.6
1287,268,69,4,2026-01-12,cancelled,478.68
1288,627,36,4,2025-08-24,pending,1496.04
1289,424,71,5,2025-07-31,refunded,595.45
1290,184,48,5,2026-03-21,refunded,1150.65
1291,260,40,5,2025-08-23,cancelled,2156.85
1292,793,91,4,2026-04-22,pending,349.28
1293,876,85,1,2026-03-19,pending,224.9
1294,458,90,2,2025-09-07,completed,223.16
1295,220,66,4,2025-11-07,cancelled,889.64
1296,821,71,5,2026-04-17,completed,595.45
1297,165,50,1,2025-10-02,completed,256.78
1298,844,19,4,2025-11-13,refunded,403.92
1299,91,9,3,2026-02-05,pending,430.26
1300,380,11,5,2025-09-03,completed,870.3499999999999
1301,742,50,4,2025-09-15,cancelled,1027.12
1302,729,77,1,2025-10-20,pending,53.87
1303,656,64,4,2025-09-12,completed,1516.36
1304,207,85,5,2025-06-18,cancelled,1124.5
1305,200,5,5,2026-05-07,pending,103.55000000000001
1306,630,22,1,2026-02-21,cancelled,434.03
1307,245,84,1,2025-09-27,pending,234.53
1308,89,36,4,2025-08-14,cancelled,1496.04
1309,686,51,4,2025-07-08,pending,1687.08
1310,531,2,1,2025-12-13,completed,116.26
1311,563,37,5,2026-05-12,cancelled,1875.05
1312,356,36,2,2025-07-08,pending,748.02
1313,466,52,5,2026-03-19,completed,521.25
1314,268,23,4,2025-11-20,completed,919.88
1315,573,10,5,2026-02-17,cancelled,1904.1999999999998
1316,349,15,5,2026-05-10,cancelled,2023.55
1317,898,69,5,2025-11-26,cancelled,598.35
1318,711,57,4,2026-06-08,refunded,497.12
1319,789,32,3,2026-02-17,refunded,1371.24
1320,698,59,5,2025-10-10,completed,2045.5500000000002
1321,494,15,3,2026-03-25,completed,1214.1299999999999
1322,392,82,2,2026-05-16,pending,201.28
1323,820,41,4,2026-02-26,cancelled,1589.12
1324,529,69,1,2026-01-23,cancelled,119.67
1325,255,37,1,2026-06-02,refunded,375.01
1326,690,96,3,2026-01-10,completed,876.33
1327,568,23,4,2026-03-09,cancelled,919.88
1328,363,28,5,2025-10-10,cancelled,967.2
1329,188,96,2,2025-10-25,refunded,584.22
1330,755,26,2,2026-04-08,pending,613.8
1331,894,34,2,2025-10-29,pending,886.04
1332,208,32,5,2025-10-03,cancelled,2285.4
1333,160,100,1,2025-12-12,completed,45.57
1334,943,11,4,2026-01-01,completed,696.28
1335,783,70,1,2026-03-15,refunded,41.06
1336,381,80,3,2025-09-07,refunded,107.78999999999999
1337,920,74,3,2025-08-17,refunded,335.46
1338,188,98,5,2026-02-23,cancelled,1472.85
1339,408,29,5,2025-11-12,pending,572.4
1340,56,68,4,2026-05-04,refunded,692.0
1341,963,70,1,2025-10-12,cancelled,41.06
1342,404,88,2,2026-04-03,refunded,927.24
1343,1000,16,5,2026-05-27,refunded,1354.4499999999998
1344,324,89,1,2025-11-10,completed,88.15
1345,691,27,4,2026-04-29,completed,1464.72
1346,334,47,5,2025-12-02,cancelled,305.5
1347,192,71,3,2025-08-10,pending,357.27
1348,276,61,5,2026-03-13,cancelled,2368.65
1349,375,24,4,2025-11-04,refunded,345.36
1350,216,54,3,2026-05-29,cancelled,1379.19
1351,875,52,3,2026-05-01,refunded,312.75
1352,185,74,2,2026-03-31,pending,223.64
1353,834,13,3,2025-11-02,pending,155.43
1354,569,56,4,2026-04-30,pending,1760.32
1355,150,95,2,2025-08-09,refunded,199.6
1356,826,2,2,2025-10-27,refunded,232.52
1357,512,18,5,2025-11-21,cancelled,2217.0
1358,805,63,3,2026-04-11,cancelled,1447.17
1359,576,73,1,2026-05-13,refunded,123.56
1360,102,89,2,2025-08-10,completed,176.3
1361,221,33,4,2026-05-28,completed,444.12
1362,461,96,3,2025-09-03,cancelled,876.33
1363,370,47,5,2025-06-21,cancelled,305.5
1364,353,3,4,2025-12-05,completed,1361.12
1365,360,87,5,2025-09-23,pending,2094.95
1366,591,74,5,2025-08-27,pending,559.0999999999999
1367,800,37,3,2025-12-15,cancelled,1125.03
1368,690,66,4,2025-08-12,refunded,889.64
1369,911,11,4,2026-04-15,cancelled,696.28
1370,475,81,2,2026-04-24,pending,802.96
1371,656,44,4,2025-09-25,refunded,1942.8
1372,870,10,1,2025-08-24,pending,380.84
1373,352,30,3,2026-01-24,cancelled,357.42
1374,669,38,3,2025-12-15,refunded,609.87
1375,278,57,3,2025-11-22,refunded,372.84000000000003
1376,424,22,2,2026-04-23,completed,868.06
1377,129,94,2,2025-12-11,cancelled,665.9
1378,964,96,1,2026-02-14,pending,292.11
1379,171,51,1,2025-10-23,completed,421.77
1380,66,61,5,2025-07-24,completed,2368.65
1381,27,99,4,2026-05-30,completed,335.04
1382,107,34,5,2026-03-01,pending,2215.1
1383,87,84,4,2026-01-24,cancelled,938.12
1384,235,32,3,2025-08-06,refunded,1371.24
1385,642,17,2,2025-12-22,pending,89.84
1386,30,5,3,2025-12-13,cancelled,62.13
1387,885,61,4,2025-09-03,cancelled,1894.92
1388,562,57,2,2025-12-12,pending,248.56
1389,606,77,4,2026-06-01,refunded,215.48
1390,537,82,5,2026-02-02,cancelled,503.2
1391,931,45,4,2025-10-17,pending,1368.2
1392,825,12,4,2025-10-07,cancelled,1915.4
1393,375,53,3,2026-01-28,pending,817.3199999999999
1394,311,2,1,2026-01-25,pending,116.26
1395,353,37,4,2026-01-21,completed,1500.04
1396,705,63,4,2025-12-26,cancelled,1929.56
1397,10,99,4,2025-10-18,cancelled,335.04
1398,612,30,1,2025-10-30,cancelled,119.14
1399,194,53,5,2026-02-22,refunded,1362.2
1400,405,32,2,2025-08-01,refunded,914.16
1401,849,49,2,2026-01-08,cancelled,972.2
1402,82,55,2,2025-12-06,cancelled,494.72
1403,292,84,5,2025-06-22,cancelled,1172.65
1404,423,25,1,2025-10-29,pending,337.06
1405,140,38,1,2025-09-14,refunded,203.29
1406,633,58,3,2026-05-27,refunded,1421.34
1407,193,42,1,2026-02-22,pending,37.37
1408,51,69,1,2026-05-15,pending,119.67
1409,996,14,3,2026-05-12,cancelled,1273.9499999999998
1410,129,92,4,2026-02-02,completed,548.0
1411,239,12,2,2026-05-12,completed,957.7
1412,506,28,3,2025-12-07,refunded,580.3199999999999
1413,320,64,3,2025-09-26,refunded,1137.27
1414,714,5,3,2025-10-18,completed,62.13
1415,864,97,2,2026-04-02,completed,750.98
1416,273,100,4,2026-02-26,completed,182.28
1417,557,61,2,2026-05-12,pending,947.46
1418,918,33,4,2026-06-04,completed,444.12
1419,125,99,2,2026-03-29,refunded,167.52
1420,790,57,2,2026-01-11,completed,248.56
1421,204,59,1,2026-05-15,pending,409.11
1422,485,50,3,2026-03-02,cancelled,770.3399999999999
1423,163,81,1,2026-01-25,completed,401.48
1424,260,62,3,2026-04-09,pending,799.98
1425,370,7,2,2025-09-15,completed,208.44
1426,242,82,4,2026-01-08,cancelled,402.56
1427,16,22,3,2026-05-07,completed,1302.09
1428,406,32,1,2025-10-08,completed,457.08
1429,596,89,4,2026-05-04,pending,352.6
1430,381,99,1,2025-11-03,pending,83.76
1431,162,64,1,2025-08-09,cancelled,379.09
1432,954,98,1,2025-10-11,completed,294.57
1433,365,83,2,2025-12-26,completed,150.48
1434,129,63,2,2025-12-02,cancelled,964.78
1435,572,83,3,2026-05-11,refunded,225.71999999999997
1436,751,25,1,2026-05-28,refunded,337.06
1437,367,93,2,2026-03-09,cancelled,293.8
1438,921,6,4,2025-07-10,refunded,1022.56
1439,573,38,5,2025-11-05,refunded,1016.4499999999999
1440,195,73,2,2025-08-25,cancelled,247.12
1441,332,94,4,2026-03-24,cancelled,1331.8
1442,889,77,5,2026-03-03,pending,269.34999999999997
1443,71,68,2,2025-10-27,refunded,346.0
1444,303,34,5,2026-03-27,cancelled,2215.1
1445,465,1,5,2025-12-06,refunded,91.75
1446,752,24,1,2025-09-05,cancelled,86.34
1447,795,80,2,2025-06-17,cancelled,71.86
1448,739,9,5,2025-10-24,refunded,717.0999999999999
1449,195,68,4,2026-01-29,pending,692.0
1450,628,37,3,2026-01-07,refunded,1125.03
1451,657,42,1,2026-03-29,completed,37.37
1452,536,85,1,2026-06-01,completed,224.9
1453,856,17,2,2025-12-10,completed,89.84
1454,207,14,4,2025-10-08,pending,1698.6
1455,102,5,5,2026-05-05,refunded,103.55000000000001
1456,674,63,5,2025-08-28,cancelled,2411.95
1457,51,47,2,2026-04-08,completed,122.2
1458,14,27,4,2025-08-23,completed,1464.72
1459,480,82,1,2026-05-20,cancelled,100.64
1460,572,96,4,2026-01-23,cancelled,1168.44
1461,814,91,1,2025-10-02,cancelled,87.32
1462,542,6,1,2025-07-08,cancelled,255.64
1463,80,28,5,2026-05-05,completed,967.2
1464,104,93,2,2025-12-24,refunded,293.8
1465,195,25,5,2025-12-17,pending,1685.3
1466,584,81,2,2025-09-14,refunded,802.96
1467,765,14,5,2025-10-31,cancelled,2123.25
1468,691,59,4,2026-02-27,completed,1636.44
1469,171,24,5,2026-04-24,refunded,431.70000000000005
1470,517,44,2,2025-10-03,refunded,971.4
1471,956,46,3,2025-08-29,cancelled,1130.76
1472,866,48,4,2025-10-02,refunded,920.52
1473,846,93,3,2025-06-26,pending,440.70000000000005
1474,577,70,2,2026-02-06,refunded,82.12
1475,785,71,3,2025-11-17,cancelled,357.27
1476,985,58,4,2025-10-28,refunded,1895.12
1477,1,93,1,2026-03-26,cancelled,146.9
1478,611,3,5,2026-06-14,pending,1701.3999999999999
1479,912,39,1,2025-11-26,cancelled,257.7
1480,228,28,3,2025-11-02,completed,580.3199999999999
1481,791,89,3,2025-08-12,pending,264.45000000000005
1482,97,5,4,2025-11-25,cancelled,82.84
1483,160,18,3,2025-10-08,cancelled,1330.1999999999998
1484,911,75,2,2026-05-24,pending,581.28
1485,263,39,1,2025-11-29,refunded,257.7
1486,583,28,1,2025-08-27,cancelled,193.44
1487,812,62,2,2026-01-23,refunded,533.32
1488,846,89,5,2025-09-28,completed,440.75
1489,610,83,3,2026-01-16,completed,225.71999999999997
1490,749,74,4,2025-10-12,completed,447.28
1491,799,8,3,2025-06-22,cancelled,639.6899999999999
1492,901,56,4,2025-07-05,completed,1760.32
1493,891,99,2,2025-10-13,completed,167.52
1494,650,100,4,2025-12-07,completed,182.28
1495,313,68,1,2025-08-06,cancelled,173.0
1496,553,73,2,2026-04-16,cancelled,247.12
1497,515,90,2,2025-10-31,pending,223.16
1498,52,87,4,2025-06-25,refunded,1675.96
1499,771,77,5,2025-11-21,completed,269.34999999999997
1500,228,56,3,2025-10-12,refunded,1320.24
1501,152,17,3,2025-08-20,completed,134.76
1502,488,74,1,2026-01-26,refunded,111.82
1503,269,11,4,2026-03-21,refunded,696.28
1504,793,90,2,2026-02-06,pending,223.16
1505,493,72,2,2025-10-12,refunded,861.3
1506,405,84,5,2026-03-19,pending,1172.65
1507,575,79,5,2025-06-30,pending,1693.15
1508,249,10,3,2025-12-20,refunded,1142.52
1509,332,88,5,2026-03-07,completed,2318.1
1510,116,86,4,2026-03-04,refunded,217.44
1511,375,45,2,2025-12-14,cancelled,684.1
1512,353,77,1,2026-05-21,cancelled,53.87
1513,174,45,5,2025-08-06,refunded,1710.25
1514,639,19,4,2025-07-23,completed,403.92
1515,947,30,2,2025-08-14,cancelled,238.28
1516,160,97,1,2026-03-04,completed,375.49
1517,758,7,2,2025-07-19,pending,208.44
1518,890,37,1,2025-10-25,cancelled,375.01
1519,711,15,3,2025-10-24,refunded,1214.1299999999999
1520,483,3,3,2025-07-15,pending,1020.8399999999999
1521,758,69,2,2025-10-19,pending,239.34
1522,560,67,3,2025-07-11,refunded,197.31
1523,638,94,2,2025-11-09,completed,665.9
1524,386,75,5,2025-07-08,completed,1453.1999999999998
1525,262,22,1,2025-11-15,cancelled,434.03
1526,206,90,5,2026-04-01,cancelled,557.9
1527,55,60,1,2026-02-25,completed,384.31
1528,398,85,3,2026-01-02,cancelled,674.7
1529,886,14,1,2025-07-18,cancelled,424.65
1530,889,84,4,2025-08-30,pending,938.12
1531,390,66,1,2025-08-13,cancelled,222.41
1532,497,77,5,2026-03-22,completed,269.34999999999997
1533,191,26,5,2026-04-29,refunded,1534.5
1534,575,92,1,2025-09-07,completed,137.0
1535,254,68,3,2025-07-06,cancelled,519.0
1536,502,51,2,2026-02-21,completed,843.54
1537,356,88,3,2025-06-24,cancelled,1390.8600000000001
1538,641,39,2,2026-02-06,cancelled,515.4
1539,832,8,3,2026-02-26,refunded,639.6899999999999
1540,912,4,5,2025-12-08,cancelled,244.7
1541,231,20,3,2025-07-01,refunded,997.9499999999999
1542,673,18,1,2026-03-20,refunded,443.4
1543,534,87,5,2026-05-29,pending,2094.95
1544,428,31,5,2026-05-31,pending,1020.8499999999999
1545,437,40,5,2025-08-05,cancelled,2156.85
1546,460,70,2,2025-10-10,pending,82.12
1547,669,18,5,2025-11-04,pending,2217.0
1548,884,18,3,2026-02-03,pending,1330.1999999999998
1549,441,99,2,2025-11-07,pending,167.52
1550,326,9,5,2025-12-19,completed,717.0999999999999
1551,189,41,2,2025-09-30,completed,794.56
1552,784,41,4,2025-06-24,refunded,1589.12
1553,311,57,3,2026-03-04,pending,372.84000000000003
1554,798,25,1,2025-11-14,pending,337.06
1555,190,4,5,2025-07-10,cancelled,244.7
1556,621,73,5,2025-08-28,pending,617.8
1557,611,30,2,2025-06-29,completed,238.28
1558,368,11,4,2025-09-07,pending,696.28
1559,515,78,4,2025-12-12,cancelled,860.96
1560,189,50,4,2025-10-21,refunded,1027.12
1561,141,21,2,2025-07-15,pending,985.38
1562,34,53,1,2026-05-04,cancelled,272.44
1563,974,53,2,2025-12-19,pending,544.88
1564,776,27,1,2026-04-15,pending,366.18
1565,950,57,5,2025-11-08,refunded,621.4
1566,705,42,4,2025-08-10,pending,149.48
1567,438,52,1,2025-06-18,refunded,104.25
1568,738,41,4,2026-01-31,completed,1589.12
1569,534,14,4,2026-01-29,refunded,1698.6
1570,847,6,2,2025-09-21,refunded,511.28
1571,753,6,5,2025-10-30,refunded,1278.1999999999998
1572,529,98,1,2025-11-05,pending,294.57
1573,299,57,4,2026-04-17,cancelled,497.12
1574,793,37,4,2026-03-19,pending,1500.04
1575,433,38,5,2025-09-17,completed,1016.4499999999999
1576,707,67,2,2025-08-26,refunded,131.54
1577,850,83,4,2026-05-10,completed,300.96
1578,740,65,1,2025-11-06,pending,358.19
1579,798,75,5,2026-02-09,pending,1453.1999999999998
1580,403,53,3,2025-11-28,refunded,817.3199999999999
1581,26,23,4,2025-11-26,pending,919.88
1582,904,59,1,2026-06-05,cancelled,409.11
1583,332,89,2,2026-02-16,completed,176.3
1584,94,15,4,2026-03-24,cancelled,1618.84
1585,88,68,4,2025-08-29,pending,692.0
1586,388,71,4,2025-07-27,completed,476.36
1587,787,22,3,2025-11-04,pending,1302.09
1588,167,19,2,2025-07-25,completed,201.96
1589,430,40,3,2026-05-23,refunded,1294.1100000000001
1590,296,81,2,2025-08-30,completed,802.96
1591,921,17,2,2026-03-21,completed,89.84
1592,638,98,3,2026-03-12,completed,883.71
1593,470,64,4,2025-10-03,completed,1516.36
1594,623,64,2,2026-02-23,pending,758.18
1595,603,85,4,2025-09-02,refunded,899.6
1596,420,57,1,2026-01-19,completed,124.28
1597,251,71,3,2025-10-05,pending,357.27
1598,51,24,2,2025-12-02,completed,172.68
1599,669,45,1,2026-02-08,pending,342.05
1600,875,5,5,2025-09-08,cancelled,103.55000000000001
1601,340,12,1,2026-05-07,completed,478.85
1602,427,23,2,2026-04-20,cancelled,459.94
1603,626,85,5,2025-09-03,pending,1124.5
1604,990,59,5,2025-06-24,cancelled,2045.5500000000002
1605,954,5,1,2025-06-20,cancelled,20.71
1606,331,48,4,2026-04-15,completed,920.52
1607,777,55,5,2026-04-26,completed,1236.8000000000002
1608,300,61,2,2025-08-30,completed,947.46
1609,712,36,3,2026-05-28,refunded,1122.03
1610,538,27,2,2025-11-05,completed,732.36
1611,112,74,5,2025-10-13,completed,559.0999999999999
1612,496,93,5,2026-06-11,cancelled,734.5
1613,438,78,3,2026-01-22,cancelled,645.72
1614,539,74,5,2025-08-15,cancelled,559.0999999999999
1615,950,17,5,2025-12-12,refunded,224.60000000000002
1616,533,94,4,2026-01-07,refunded,1331.8
1617,828,24,5,2025-09-28,pending,431.70000000000005
1618,726,38,2,2026-06-12,completed,406.58
1619,122,4,4,2026-04-25,completed,195.76
1620,756,27,5,2025-09-14,refunded,1830.9
1621,424,6,3,2026-01-27,cancelled,766.92
1622,574,82,2,2026-05-05,completed,201.28
1623,656,26,3,2026-04-24,cancelled,920.6999999999999
1624,810,9,3,2026-01-28,cancelled,430.26
1625,519,71,3,2026-04-25,completed,357.27
1626,117,88,3,2026-05-28,cancelled,1390.8600000000001
1627,406,93,5,2026-05-22,completed,734.5
1628,853,23,2,2025-10-05,cancelled,459.94
1629,854,44,4,2025-11-02,refunded,1942.8
1630,817,5,2,2026-01-09,refunded,41.42
1631,160,81,4,2025-08-13,cancelled,1605.92
1632,474,53,1,2025-07-05,cancelled,272.44
1633,579,93,3,2025-09-02,completed,440.70000000000005
1634,214,74,3,2025-08-24,cancelled,335.46
1635,68,20,3,2025-11-17,completed,997.9499999999999
1636,348,49,5,2026-05-02,pending,2430.5
1637,585,78,4,2025-07-13,pending,860.96
1638,610,15,3,2025-11-15,cancelled,1214.1299999999999
1639,727,5,3,2025-06-24,refunded,62.13
1640,89,64,2,2026-03-24,cancelled,758.18
1641,463,39,2,2026-05-10,cancelled,515.4
1642,180,15,3,2025-10-04,completed,1214.1299999999999
1643,797,26,1,2025-09-20,refunded,306.9
1644,519,4,4,2026-05-22,pending,195.76
1645,195,44,4,2026-05-06,cancelled,1942.8
1646,795,42,2,2026-04-05,completed,74.74
1647,842,67,2,2025-08-29,pending,131.54
1648,742,5,4,2026-05-18,refunded,82.84
1649,731,67,1,2026-03-15,completed,65.77
1650,319,6,5,2026-02-20,completed,1278.1999999999998
1651,342,60,1,2025-06-27,completed,384.31
1652,534,99,3,2026-05-22,completed,251.28000000000003
1653,592,98,3,2025-12-07,pending,883.71
1654,329,26,2,2025-06-21,cancelled,613.8
1655,284,69,3,2025-07-17,refunded,359.01
1656,688,16,3,2025-09-09,pending,812.67
1657,162,36,1,2026-04-30,completed,374.01
1658,982,80,5,2026-01-14,completed,179.65
1659,212,70,3,2026-01-06,cancelled,123.18
1660,278,19,3,2025-09-22,pending,302.94
1661,176,10,3,2026-02-28,cancelled,1142.52
1662,554,57,1,2025-12-08,pending,124.28
1663,30,61,1,2026-03-10,completed,473.73
1664,393,7,1,2025-08-11,refunded,104.22
1665,402,23,5,2025-07-09,refunded,1149.85
1666,632,46,3,2026-02-19,cancelled,1130.76
1667,838,26,5,2025-06-26,completed,1534.5
1668,998,97,4,2025-12-15,pending,1501.96
1669,96,90,4,2026-04-15,completed,446.32
1670,467,40,4,2025-11-13,refunded,1725.48
1671,238,29,2,2026-06-07,cancelled,228.96
1672,935,47,4,2026-01-13,pending,244.4
1673,717,86,3,2025-07-02,cancelled,163.07999999999998
1674,465,63,1,2025-07-09,completed,482.39
1675,487,15,3,2026-03-24,refunded,1214.1299999999999
1676,473,22,3,2025-09-26,cancelled,1302.09
1677,619,74,2,2025-09-27,completed,223.64
1678,416,92,1,2025-12-08,cancelled,137.0
1679,570,84,1,2026-04-05,cancelled,234.53
1680,546,60,4,2025-06-24,refunded,1537.24
1681,245,80,2,2025-09-23,pending,71.86
1682,998,62,4,2026-05-01,completed,1066.64
1683,349,27,5,2025-09-09,refunded,1830.9
1684,804,56,5,2025-11-26,cancelled,2200.4
1685,558,89,2,2025-06-16,pending,176.3
1686,679,86,1,2026-02-08,refunded,54.36
1687,118,76,5,2026-05-01,refunded,2024.4499999999998
1688,334,72,1,2026-04-17,refunded,430.65
1689,181,40,4,2025-11-22,completed,1725.48
1690,613,14,5,2026-05-30,refunded,2123.25
1691,336,64,1,2025-12-11,completed,379.09
1692,223,18,5,2025-09-08,completed,2217.0
1693,776,19,2,2026-04-22,refunded,201.96
1694,545,38,4,2025-07-03,refunded,813.16
1695,201,27,3,2025-10-27,cancelled,1098.54
1696,584,87,3,2026-01-20,refunded,1256.97
1697,736,45,1,2025-11-29,completed,342.05
1698,627,66,4,2025-12-05,pending,889.64
1699,873,38,1,2025-08-14,cancelled,203.29
1700,923,71,1,2026-02-12,completed,119.09
1701,721,72,3,2025-10-29,completed,1291.9499999999998
1702,882,37,1,2026-01-03,pending,375.01
1703,443,90,5,2025-08-08,refunded,557.9
1704,641,41,4,2026-03-12,refunded,1589.12
1705,391,56,5,2025-10-20,pending,2200.4
1706,679,23,4,2025-08-18,pending,919.88
